|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J0104.9+0003 |  16.22939 |   0.05483 | 0.273 | 130.28 |  3.65 |    False |   False | STRIPE82_0024 |         |                         | 55241 | PSZ2 G130.21-62.60 |                 |          |                   |       |  5.25 | 4.05 | 1.55 |  6.00 |
| ACT-CL J0105.0+0201 |  16.25842 |   2.02430 | 0.197 | 129.88 |  3.77 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.43 | 4.04 | 1.61 |  7.98 |
| ACT-CL J0105.5-1242 |  16.37919 | -12.71667 | 0.323 | 136.51 |  3.92 |    False |   False |               |         |                         | 64337 |                    |                 |          |                   |       |  5.64 | 4.07 | 1.55 |  5.36 |
| ACT-CL J0105.5-2438 |  16.39281 | -24.64324 | 0.230 | 175.70 |  8.17 |    False |    True |  SPLUS-s19s12 |         |              ABELL 0141 | 72680 | PSZ2 G175.69-85.98 |                 |          |                   |       | 11.69 | 4.19 | 2.05 |  9.02 |
| ACT-CL J0106.0-3700 |  16.52497 | -37.01069 | 0.264 | 286.43 |  2.43 |    False |   False |  SPLUS-s29s11 |         |                         |       |                    |                 |          |                   |       |  3.50 | 4.06 | 1.36 |  5.38 |
| ACT-CL J0106.3-4154 |  16.58838 | -41.90174 | 0.412 | 292.21 |  2.89 |    False |   False |  SPLUS-s32s10 |         |                         |       |                    |                 |          |                   |       |  4.16 | 4.05 | 1.36 |  4.01 |
| ACT-CL J0106.4-5942 |  16.61648 | -59.71658 | 0.348 | 299.42 |  4.94 |    False |   False |  SPLUS-s46s07 |         |                         |       | PSZ2 G299.38-57.32 |                 |          |                   |       |  7.09 | 4.13 | 1.66 |  5.45 |
| ACT-CL J0106.6-5759 |  16.65416 | -58.00000 | 0.284 | 299.03 |  2.54 |    False |   False |  SPLUS-s45s08 |         |                         |       |                    |                 |          |                   |       |  3.66 | 4.05 | 1.37 |  5.14 |
| ACT-CL J0106.8+0103 |  16.70288 |   1.05371 | 0.254 | 131.03 |  3.70 |    False |   False | STRIPE82_0026 |         |                         |       |                    |                 |          |                   |       |  5.33 | 4.05 | 1.57 |  6.40 |
| ACT-CL J0106.8-0228 |  16.71675 |  -2.48333 | 0.189 | 132.11 |  2.49 |    False |   False |               |         |              ABELL 0145 |       |                    |                 |          |                   |       |  3.58 | 4.08 | 1.41 |  7.18 |
| ACT-CL J0107.5-4403 |  16.89579 | -44.06391 | 0.382 | 293.11 |  2.76 |    False |   False |  SPLUS-s34s10 |         |              ABELL 2869 |       |                    |                 |          |                   |       |  3.98 | 4.05 | 1.35 |  4.18 |
| ACT-CL J0107.9-4311 |  16.99164 | -43.19169 | 0.240 | 292.21 |  2.36 |    False |   False |  SPLUS-s33s10 |         |              ABELL 2872 |       |                    |                 |          |                   |       |  3.41 | 4.07 | 1.36 |  5.76 |
| ACT-CL J0108.0+0251 |  17.00895 |   2.85806 | 0.326 | 131.18 |  2.74 |    False |   False |               |         |                         | 50847 |                    |                 |          |                   |       |  3.95 | 4.04 | 1.38 |  4.73 |
| ACT-CL J0108.4-1224 |  17.11667 | -12.41248 | 0.350 | 138.93 |  3.58 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.16 | 4.07 | 1.49 |  4.89 |
| ACT-CL J0108.4-4341 |  17.11847 | -43.68663 | 0.237 | 292.29 |  2.58 |    False |   False |  SPLUS-s34s10 |         |              ABELL 2873 |       |                    |                 |          |                   |       |  3.72 | 4.06 | 1.40 |  6.00 |
| ACT-CL J0109.8-3613 |  17.47083 | -36.23333 | 0.308 | 280.80 |  2.55 |    False |   False |  SPLUS-s28s11 |         |              ABELL 2879 |       |                    |                 |          |                   |       |  3.67 | 4.05 | 1.36 |  4.83 |
| ACT-CL J0110.0-0232 |  17.52085 |  -2.55000 | 0.431 | 134.02 |  2.19 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.15 | 4.04 | 1.23 |  3.53 |
| ACT-CL J0110.3-4445 |  17.57873 | -44.75931 | 0.378 | 292.05 |  4.51 |    False |   False |  SPLUS-s35s10 |         |                         | 87966 |                    |                 |          |                   |       |  6.48 | 4.12 | 1.59 |  4.97 |
| ACT-CL J0111.1-3609 |  17.78750 | -36.16667 | 0.315 | 279.29 |  2.39 |    False |   False |  SPLUS-s28s12 |         |              ABELL 2879 | 80751 |                    |                 |          |                   |       |  3.44 | 4.05 | 1.32 |  4.64 |
| ACT-CL J0112.0-0043 |  18.01785 |  -0.72605 | 0.179 | 134.41 |  2.46 |    False |   False | STRIPE82_0027 |         |                         |       |                    |                 |          |                   |       |  3.55 | 4.08 | 1.41 |  7.49 |
| ACT-CL J0112.4+0333 |  18.11665 |   3.55442 | 0.403 | 133.13 |  3.15 |    False |   False |               |         |                         | 50931 |                    |                 |          |                   |       |  4.53 | 4.06 | 1.40 |  4.20 |
| ACT-CL J0113.4-2718 |  18.35261 | -27.31119 | 0.431 | 216.33 |  3.49 |    False |   False |  SPLUS-s21s13 |         |                         |       |                    |                 |          |                   |       |  5.03 | 4.09 | 1.43 |  4.13 |
| ACT-CL J0114.7-4123 |  18.67620 | -41.39537 | 0.379 | 285.90 |  7.04 |    False |    True |  SPLUS-s32s11 |         |                         | 84277 | PSZ2 G285.87-74.93 |                 |          |                   |       | 10.05 | 4.28 | 1.84 |  5.73 |
| ACT-CL J0114.7-2820 |  18.67675 | -28.34470 | 0.441 | 227.57 |  6.83 |    False |    True |  SPLUS-s22s13 |         |                         | 76850 | PSZ2 G227.61-84.72 |                 |          |                   |       |  9.72 | 4.33 | 1.78 |  5.05 |
| ACT-CL J0115.3-5958 |  18.83027 | -59.98010 | 0.396 | 297.46 |  4.52 |    False |   False |  SPLUS-s46s08 |         |                         |       |                    |                 |          |                   |       |  6.49 | 4.13 | 1.58 |  4.80 |
| ACT-CL J0115.4-1859 |  18.85839 | -18.99170 | 0.371 | 158.31 |  3.26 |    False |   False |  SPLUS-s15s14 |         |                         |       |                    |                 |          |                   |       |  4.69 | 4.06 | 1.44 |  4.53 |
| ACT-CL J0115.8-2917 |  18.95145 | -29.29020 | 0.410 | 236.29 |  3.10 |    False |   False |  SPLUS-s23s13 |         |                         |       |                    |                 |          |                   |       |  4.46 | 4.06 | 1.39 |  4.12 |
| ACT-CL J0116.0+0439 |  19.00418 |   4.65007 | 0.327 | 134.44 |  2.97 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.27 | 4.05 | 1.42 |  4.84 |
| ACT-CL J0116.5-0322 |  19.12929 |  -3.38333 | 0.397 | 138.18 |  2.34 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.37 | 4.04 | 1.27 |  3.84 |
| ACT-CL J0116.6-5046 |  19.16522 | -50.77351 | 0.396 | 293.15 |  2.97 |    False |   False |  SPLUS-s39s10 |         |              ABELL 2893 | 91331 | PSZ2 G293.01-65.78 |                 |          |                   |       |  4.28 | 4.05 | 1.38 |  4.17 |
| ACT-CL J0116.9-4315 |  19.24011 | -43.25921 | 0.408 | 286.80 |  3.07 |    False |   False |  SPLUS-s33s12 |         |                         | 87950 |                    |                 |          |                   |       |  4.42 | 4.06 | 1.39 |  4.12 |
| ACT-CL J0118.1-5637 |  19.52915 | -56.63333 | 0.207 | 295.57 |  2.80 |    False |   False |  SPLUS-s44s09 |         |              ABELL 2897 | 94329 |                    |                 |          |                   |       |  4.04 | 4.06 | 1.45 |  6.91 |
| ACT-CL J0118.1-2520 |  19.54584 | -25.34582 | 0.306 | 197.88 |  2.83 |    False |   False |  SPLUS-s20s14 |         |                         |       |                    |                 |          |                   |       |  4.08 | 4.05 | 1.41 |  5.03 |
| ACT-CL J0118.2-2658 |  19.55271 | -26.97537 | 0.228 | 212.99 |  7.49 |    False |    True |  SPLUS-s21s14 |         |              ABELL 2895 | 76905 | PSZ2 G212.82-84.04 |                 |          | MCXC J0118.1-2658 |       | 10.73 | 4.16 | 2.00 |  8.85 |
| ACT-CL J0118.6-5404 |  19.65319 | -54.06876 | 0.240 | 294.26 |  3.06 |    False |   False |  SPLUS-s42s10 |         |             ABELL S0148 |       |                    |                 |          |                   |       |  4.41 | 4.05 | 1.48 |  6.28 |
| ACT-CL J0119.1-0934 |  19.79940 |  -9.57579 | 0.388 | 144.71 |  3.87 |    False |   False |               |         |                         | 64366 |                    |                 |          |                   |       |  5.57 | 4.09 | 1.51 |  4.63 |
| ACT-CL J0120.1-4836 |  20.04801 | -48.60373 | 0.216 | 290.28 |  2.49 |    False |   False |  SPLUS-s37s11 |         |             ABELL S0149 |       |                    |                 |          |                   |       |  3.59 | 4.07 | 1.39 |  6.43 |
| ACT-CL J0120.4-0822 |  20.12087 |  -8.36919 | 0.343 | 144.40 |  3.13 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.51 | 4.05 | 1.43 |  4.75 |
| ACT-CL J0121.8-0620 |  20.46651 |  -6.33532 | 0.320 | 143.48 |  2.69 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.88 | 4.04 | 1.37 |  4.77 |
| ACT-CL J0121.9-2032 |  20.47649 | -20.54558 | 0.310 | 171.16 |  3.63 |    False |   False |  SPLUS-s16s15 |         |              ABELL 2902 | 72706 | PSZ2 G171.08-80.38 |                 |          |                   |       |  5.23 | 4.06 | 1.52 |  5.41 |
| ACT-CL J0122.0+0019 |  20.51642 |   0.32689 | 0.174 | 139.19 |  2.64 |    False |   False | STRIPE82_0030 |         |              ABELL 0181 | 55321 |                    |                 |          |                   |       |  3.80 | 4.07 | 1.44 |  7.86 |
| ACT-CL J0122.2-2131 |  20.56667 | -21.51669 | 0.166 | 175.95 |  2.67 |    False |   False |  SPLUS-s17s15 |         |              ABELL 0185 | 72719 |                    |                 |          |                   |       |  3.84 | 4.07 | 1.45 |  8.22 |
| ACT-CL J0122.7-3448 |  20.69282 | -34.80923 | 0.300 | 263.72 |  2.95 |    False |   False |  SPLUS-s27s14 |         |                         |       |                    |                 |          |                   |       |  4.26 | 4.05 | 1.43 |  5.18 |
| ACT-CL J0122.8+0414 |  20.71251 |   4.24167 | 0.231 | 137.72 |  2.39 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.45 | 4.07 | 1.37 |  5.98 |
| ACT-CL J0123.3-0936 |  20.83506 |  -9.61666 | 0.267 | 147.70 |  3.30 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.75 | 4.05 | 1.50 |  5.90 |
| ACT-CL J0123.4-3108 |  20.87107 | -31.13675 | 0.309 | 244.64 |  3.82 |    False |   False |  SPLUS-s24s14 |         |                         |       |                    |                 |          |                   |       |  5.51 | 4.06 | 1.55 |  5.52 |
| ACT-CL J0124.0-3321 |  21.00424 | -33.36667 | 0.174 | 256.49 |  2.34 |    False |   False |  SPLUS-s26s14 |         |              ABELL 2908 |       |                    |                 |          |                   |       |  3.37 | 4.09 | 1.38 |  7.57 |
| ACT-CL J0124.3+0426 |  21.07918 |   4.44167 | 0.124 | 138.29 |  2.33 |    False |   False |               |         |              ABELL 0192 | 50915 |                    |                 |          |                   |       |  3.35 | 4.11 | 1.41 | 10.20 |
| ACT-CL J0124.7-5937 |  21.19539 | -59.62776 | 0.208 | 295.20 |  2.82 |    False |   False |  SPLUS-s46s09 |         |             ABELL S0157 | 96952 | PSZ2 G295.19-56.99 |                 |          |                   |       |  4.06 | 4.06 | 1.45 |  6.91 |
| ACT-CL J0125.6-0143 |  21.41389 |  -1.72781 | 0.338 | 142.26 |  2.23 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.21 | 4.05 | 1.28 |  4.29 |
| ACT-CL J0125.7-0633 |  21.44279 |  -6.55644 | 0.450 | 146.11 |  3.03 |    False |   False |               |         |                         | 59927 |                    |                 |          |                   |       |  4.37 | 4.07 | 1.36 |  3.81 |
| ACT-CL J0126.7-5000 |  21.68164 | -50.00332 | 0.127 | 288.82 |  2.16 |    False |   False |  SPLUS-s39s11 |         |              ABELL 2912 |       |                    |                 |          |                   |       |  3.10 | 4.13 | 1.37 |  9.75 |
| ACT-CL J0127.0-0630 |  21.76667 |  -6.51269 | 0.378 | 146.86 |  2.40 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.45 | 4.04 | 1.29 |  4.02 |
